Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category,ObjectId
2026,Police,General Fund,Multi-Year Operating Projects,32251,Expenses,Fund Total,14162
2026,Police,Measure U Fund,Multi-Year Operating Projects,3702921,Expenses,Fund Total,14163
2026,Police,Measure U Fund,Multi-Year Operating Projects,-1702921,Expenses,Fund Total,14164
2026,Fire,General Fund,Multi-Year Operating Projects,84350,Expenses,Fund Total,14165
2026,Mayor/Council,Measure U Fund,Multi-Year Operating Projects,4950,Expenses,Fund Total,14166
2026,Fire,General Fund,Multi-Year Operating Projects,-84350,Expenses,Fund Total,14167
2026,Fire,Measure U Fund,Multi-Year Operating Projects,42175,Expenses,Fund Total,14168
2026,Fire,Measure U Fund,Multi-Year Operating Projects,-42175,Expenses,Fund Total,14169
2026,Utilities,Water Fund,Multi-Year Operating Projects,7700,Expenses,Enterprise Funds,14170
2026,Finance,Aggie Square EIFD,Multi-Year Operating Projects,948000,Expenses,Other Governmental Funds,14171
2026,Finance,Jacinto Creek,Multi-Year Operating Projects,25000,Expenses,Other Governmental Funds,14172
2026,Finance,NNFP Drainage Fee Fund,Multi-Year Operating Projects,525000,Expenses,Other Governmental Funds,14173
2026,Finance,NNFP Public Facilities Fee Fund,Multi-Year Operating Projects,4760000,Expenses,Other Governmental Funds,14174
2026,Finance,NNFP Transit Fee Fund,Multi-Year Operating Projects,25000,Expenses,Other Governmental Funds,14175
2026,Finance,NNFP Public Land Acquisition Fee,Multi-Year Operating Projects,25000,Expenses,Other Governmental Funds,14176
2026,Finance,NNFP Reg Park Land Acquisition,Multi-Year Operating Projects,25000,Expenses,Other Governmental Funds,14177
2026,Finance,Delta Shores PF Impact Fees,Multi-Year Operating Projects,2000000,Expenses,Other Governmental Funds,14178
2026,Finance,Panhandle Impact Fee,Multi-Year Operating Projects,400000,Expenses,Other Governmental Funds,14179
2026,Finance,General Fund,Multi-Year Operating Projects,2018300,Expenses,Fund Total,14180
2026,City Manager,General Fund,Multi-Year Operating Projects,-15614,Expenses,Fund Total,14181
2026,City Manager,Innovation and Growth Fund,Multi-Year Operating Projects,-228006,Expenses,Other Governmental Funds,14182
2026,City Manager,Innovation and Growth Fund,Multi-Year Operating Projects,3177779,Expenses,Other Governmental Funds,14183
2026,City Manager,Innovation and Growth Fund,Multi-Year Operating Projects,950000,Expenses,Other Governmental Funds,14184
2026,City Manager,Innovation and Growth Fund,Multi-Year Operating Projects,-549750,Expenses,Other Governmental Funds,14185
2026,Finance,General Fund,Multi-Year Operating Projects,-2018300,Expenses,Fund Total,14186
2026,City Clerk,General Fund,Multi-Year Operating Projects,6750,Expenses,Fund Total,14187
2026,City Treasurer,General Fund,Multi-Year Operating Projects,1000,Expenses,Fund Total,14188
2026,Convention and Cultural Services,Innovation and Growth Fund,Multi-Year Operating Projects,850000,Expenses,Other Governmental Funds,14189
2026,Finance,General Fund,Other Services and Supplies,25000,Expenses,Fund Total,14190
2026,Finance,Sutter Business Imprvmt Area,Other Services and Supplies,22000,Expenses,Other Governmental Funds,14191
2026,Finance,Central Midtown Restaurant BID,Other Services and Supplies,24226,Expenses,Other Governmental Funds,14192
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,12,Expenses,Fund Total,14193
2026,Public Works,General Fund,Other Services and Supplies,2600,Expenses,Fund Total,14194
2026,Public Works,Fleet Management Fund,Other Services and Supplies,10509,Expenses,Internal Service Funds,14195
2026,Public Works,Parking Fund,Other Services and Supplies,-1500,Expenses,Enterprise Funds,14196
2026,Public Works,Parking Fund,Other Services and Supplies,-11700,Expenses,Enterprise Funds,14197
2026,Public Works,Parking Fund,Other Services and Supplies,-11000,Expenses,Enterprise Funds,14198
2026,Public Works,General Fund,Other Services and Supplies,240575,Expenses,Fund Total,14199
2026,Public Works,Parking Fund,Other Services and Supplies,-8000,Expenses,Enterprise Funds,14200
2026,Public Works,Parking Fund,Other Services and Supplies,-7300,Expenses,Enterprise Funds,14201
2026,Public Works,General Fund,Other Services and Supplies,-45000,Expenses,Fund Total,14202
2026,Public Works,Parking Fund,Other Services and Supplies,-7000,Expenses,Enterprise Funds,14203
2026,Public Works,Parking Fund,Other Services and Supplies,-22000,Expenses,Enterprise Funds,14204
2026,Public Works,General Fund,Other Services and Supplies,-104000,Expenses,Fund Total,14205
2026,Public Works,General Fund,Other Services and Supplies,667588,Expenses,Fund Total,14206
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,125000,Expenses,Enterprise Funds,14207
2026,Citywide and Community Support,General Fund,Other Services and Supplies,7552,Expenses,Fund Total,14208
2026,Citywide and Community Support,General Fund,Other Services and Supplies,6300,Expenses,Fund Total,14209
2026,Citywide and Community Support,General Fund,Other Services and Supplies,-136100,Expenses,Fund Total,14210
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,570907,Expenses,Fund Total,14211
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,17000,Expenses,Fund Total,14212
2026,Public Works,General Fund,Other Services and Supplies,-9900,Expenses,Fund Total,14213
2026,"Youth, Parks, and Community Enrichment",4th R Program,Other Services and Supplies,4600,Expenses,Other Governmental Funds,14214
2026,"Youth, Parks, and Community Enrichment",General Fund,Other Services and Supplies,-25000,Expenses,Fund Total,14215
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,6000,Expenses,Fund Total,14216
2026,Public Works,General Fund,Other Services and Supplies,640969,Expenses,Fund Total,14217
2026,Public Works,General Fund,Other Services and Supplies,169363,Expenses,Fund Total,14218
2026,Public Works,General Fund,Other Services and Supplies,-667588,Expenses,Fund Total,14219
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,55000,Expenses,Enterprise Funds,14220
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,15000,Expenses,Enterprise Funds,14221
2026,Utilities,Water Fund,Other Services and Supplies,75000,Expenses,Enterprise Funds,14222
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,19000,Expenses,Enterprise Funds,14223
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,21000,Expenses,Enterprise Funds,14224
2026,Public Works,Parking Fund,Other Services and Supplies,-1995,Expenses,Enterprise Funds,14225
2026,Public Works,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,14226
2026,Public Works,General Fund,Other Services and Supplies,20000,Expenses,Fund Total,14227
2026,Public Works,General Fund,Other Services and Supplies,-48873,Expenses,Fund Total,14228
2026,Public Works,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,14229
2026,Public Works,Marina Fund,Other Services and Supplies,-1300,Expenses,Other Governmental Funds,14230
2026,Public Works,Fleet Management Fund,Other Services and Supplies,20575,Expenses,Internal Service Funds,14231
2026,Public Works,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,14232
2026,Public Works,Parking Fund,Other Services and Supplies,9800,Expenses,Enterprise Funds,14233
2026,Public Works,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,14234
2026,Public Works,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,14235
2026,Public Works,General Fund,Other Services and Supplies,4000,Expenses,Fund Total,14236
2026,Citywide and Community Support,General Fund,Other Services and Supplies,15000,Expenses,Fund Total,14237
2026,City Manager,General Fund,Other Services and Supplies,-3000,Expenses,Fund Total,14238
2026,City Manager,General Fund,Other Services and Supplies,9000,Expenses,Fund Total,14239
2026,Utilities,Wastewater Fund,Other Services and Supplies,50000,Expenses,Enterprise Funds,14240
2026,Utilities,Wastewater Fund,Other Services and Supplies,5000,Expenses,Enterprise Funds,14241
2026,Public Works,Parking Fund,Other Services and Supplies,-3000,Expenses,Enterprise Funds,14242
2026,Public Works,Parking Fund,Other Services and Supplies,-15000,Expenses,Enterprise Funds,14243
2026,Public Works,General Fund,Other Services and Supplies,25000,Expenses,Fund Total,14244
2026,"Youth, Parks, and Community Enrichment",General Fund,Other Services and Supplies,166101,Expenses,Fund Total,14245
2026,Public Works,General Fund,Other Services and Supplies,17655,Expenses,Fund Total,14246
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,-6000,Expenses,Fund Total,14247
2026,Public Works,General Fund,Other Services and Supplies,-18000,Expenses,Fund Total,14248
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,-1000,Expenses,Fund Total,14249
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,1000,Expenses,Enterprise Funds,14250
2026,Public Works,Marina Fund,Other Services and Supplies,75000,Expenses,Other Governmental Funds,14251
2026,Public Works,Parking Fund,Other Services and Supplies,-5500,Expenses,Enterprise Funds,14252
2026,Public Works,Parking Fund,Other Services and Supplies,5000,Expenses,Enterprise Funds,14253
2026,Public Works,General Fund,Other Services and Supplies,-128800,Expenses,Fund Total,14254
2026,Public Works,Fleet Management Fund,Other Services and Supplies,206394,Expenses,Internal Service Funds,14255
2026,Public Works,Parking Fund,Other Services and Supplies,30000,Expenses,Enterprise Funds,14256
2026,Public Works,Parking Fund,Other Services and Supplies,20000,Expenses,Enterprise Funds,14257
2026,Public Works,Parking Fund,Other Services and Supplies,31237,Expenses,Enterprise Funds,14258
2026,Public Works,Parking Fund,Other Services and Supplies,15000,Expenses,Enterprise Funds,14259
2026,Public Works,General Fund,Other Services and Supplies,15000,Expenses,Fund Total,14260
2026,Public Works,Parking Fund,Other Services and Supplies,20000,Expenses,Enterprise Funds,14261
2026,Public Works,Parking Fund,Other Services and Supplies,20000,Expenses,Enterprise Funds,14262
2026,Public Works,Parking Fund,Other Services and Supplies,15000,Expenses,Enterprise Funds,14263
2026,Public Works,General Fund,Other Services and Supplies,-20000,Expenses,Fund Total,14264
2026,Public Works,Township 9 CFD No. 2012-06,Other Services and Supplies,-100000,Expenses,Other Governmental Funds,14265
2026,Public Works,General Fund,Other Services and Supplies,3500,Expenses,Fund Total,14266
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,150000,Expenses,Enterprise Funds,14267
2026,Public Works,General Fund,Other Services and Supplies,-23000,Expenses,Fund Total,14268
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,-2000,Expenses,Fund Total,14269
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,2000,Expenses,Enterprise Funds,14270
2026,City Manager,General Fund,Other Services and Supplies,500,Expenses,Fund Total,14271
2026,Public Works,General Fund,Other Services and Supplies,3630,Expenses,Fund Total,14272
2026,Public Works,Fleet Management Fund,Other Services and Supplies,6,Expenses,Internal Service Funds,14273
2026,Public Works,General Fund,Other Services and Supplies,500,Expenses,Fund Total,14274
2026,Convention and Cultural Services,Measure U Fund,Multi-Year Operating Projects,614000,Expenses,Fund Total,14275
2026,Community Response,Measure U Fund,Multi-Year Operating Projects,2146000,Expenses,Fund Total,14276
2026,City Clerk,General Fund,Multi-Year Operating Projects,1750,Expenses,Fund Total,14277
2026,Information Technology,General Fund,Multi-Year Operating Projects,260000,Expenses,Fund Total,14278
2026,Information Technology,General Fund,Multi-Year Operating Projects,55096,Expenses,Fund Total,14279
2026,Information Technology,Parking Fund,Multi-Year Operating Projects,920,Expenses,Enterprise Funds,14280
2026,Information Technology,Water Fund,Multi-Year Operating Projects,7202,Expenses,Enterprise Funds,14281
2026,Information Technology,Wastewater Fund,Multi-Year Operating Projects,2149,Expenses,Enterprise Funds,14282
2026,Information Technology,Recycling and Solid Waste,Multi-Year Operating Projects,4535,Expenses,Enterprise Funds,14283
2026,Information Technology,Community Center Fund,Multi-Year Operating Projects,2385,Expenses,Enterprise Funds,14284
2026,Information Technology,Storm Drainage Fund,Multi-Year Operating Projects,2713,Expenses,Enterprise Funds,14285
2026,"Youth, Parks, and Community Enrichment",General Fund,Multi-Year Operating Projects,60180,Expenses,Fund Total,14286
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Multi-Year Operating Projects,13550,Expenses,Fund Total,14287
2026,"Youth, Parks, and Community Enrichment",General Fund,Multi-Year Operating Projects,34662,Expenses,Fund Total,14288
2026,Human Resources,Risk Mgmt Fund,Multi-Year Operating Projects,100000,Expenses,Risk Management,14289
2026,Utilities,Water Fund,Multi-Year Operating Projects,4551000,Expenses,Enterprise Funds,14290
2026,Utilities,Wastewater Fund,Multi-Year Operating Projects,1933270,Expenses,Enterprise Funds,14291
2026,Utilities,Storm Drainage Fund,Multi-Year Operating Projects,2211652,Expenses,Enterprise Funds,14292
2026,Utilities,Storm Drainage Property Fee,Multi-Year Operating Projects,2250000,Expenses,Enterprise Funds,14293
2026,Public Works,Recycling and Solid Waste,Multi-Year Operating Projects,2200000,Expenses,Enterprise Funds,14294
2026,Public Works,General Fund,Multi-Year Operating Projects,311000,Expenses,Fund Total,14295
2026,Public Works,Parking Fund,Multi-Year Operating Projects,221000,Expenses,Enterprise Funds,14296
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Multi-Year Operating Projects,500000,Expenses,Fund Total,14297
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Multi-Year Operating Projects,8800,Expenses,Fund Total,14298
2026,Public Works,Measure U Fund,Multi-Year Operating Projects,970000,Expenses,Fund Total,14299
